POLARITY		CONCEPT
positive		svinakjot_oxl
negative		svinakjot_rassinn
positive		svinakjot_rind
positive		svinakjot_tenderloin
negative		svinakormur
positive		svinari
negative		svinasjukdomur
negative		svindl
negative		svindl_samstarfsadili
negative		svindla
positive		svindlblad
negative		svinshaus
positive		svipa
negative		svipa_sar
negative		svipad
negative		svipgerd
negative		svipta
positive		svipur
negative		sviti
positive		svivirdileg_snjokarl
negative		svivirdilega
negative		svivirdilegt
positive		svivirdilegt_barn
negative		svndumpfilter
negative		svo_kynlif_dis
negative		svo_oft
positive		svol_gurka
positive		svona_nu
negative		svor
negative		svorum
negative		svorun
negative		svtantria
positive		swab
positive		swag
negative		swage
negative		swagger
positive		swami_sivananda
positive		swank
positive		swanton_bomb
positive		swanton_bombard
positive		swanton_dud
positive		swanton_fail
positive		swanton_flunk
positive		swanton_sprengja_kalorimeter
negative		swappable
negative		sward
negative		swarf
positive		swartberg
negative		swarthy
positive		swash
positive		swash_augljos_hreyfing
positive		swash_bending
positive		swash_hreyfanleika
positive		swash_hreyfing
positive		swashbuckler
positive		swastika_flagg
positive		swath
positive		swatted_til_hlidar
positive		sway
negative		sweatband
positive		swee
negative		sweeney
negative		sweetgum
positive		sweldry
positive		sweldry_bad
positive		sweldry_matur
positive		swellegant
positive		swellendam
positive		swelry_burpa_vatn
positive		swelry_filament
negative		swelry_jafnvel
negative		swelry_magma
positive		swelry_sapuvatn
negative		swelry_swappable
negative		swelry_yfirbord
positive		swelter
positive		sweltry_grill
positive		sweptback_samhaeft
negative		swerve
negative		swerve_bull
negative		swerve_cliff
negative		swerve_force
positive		swerve_gledi
positive		swerve_har
positive		swerve_heppni
positive		swerve_novelty
negative		swerve_tre
negative		swervedriver
negative		swietenia_macrophylla
positive		swiffer
negative		swig
positive		swill
negative		swilley
negative		swinish_hegdun
positive		swipe
negative		swipe_hlaupari
positive		swipe_looper
negative		swirl
positive		swish
negative		switchbox
negative		switcheroo
positive		switchgrass_panicum_virgatum
negative		switchhook
positive		swivel
negative		swizzle_stafur
positive		swo
positive		swoon
negative		swoop
negative		swop
positive		swop_hindrun
positive		swop_stefnu
positive		swop_union
positive		swop_vernd
positive		swop_wind
positive		sword_surgery
positive		swordplay
positive		swordsman
positive		swordsmith
negative		sworne
negative		swot
negative		swot_vefjafraedi
negative		swrapping
negative		syanid
positive		sybarite
negative		sybaritic
positive		sybase
positive		sycamore
positive		sycamore_fig_tre
positive		sycamore_shoetree
positive		sycamore_tre
positive		sycamore_tree_diagram
negative		sycophant
negative		sydomy
negative		syed_abul
negative		syed_mohammed
negative		syfilis
negative		syfilitic
negative		syfja
negative		syfjadur
positive		syfju
negative		sykingarverkir
positive		syklalyf
positive		syklohexanon
positive		syklohexene
negative		syklooxygenasi
negative		syklosarin
positive		sykur
positive		sykuropat
negative		sykursyki
positive		sykurvatn
negative		sylcatic
negative		sylgja
negative		sylgja_drif
positive		sylgja_thradur
negative		syllabic
positive		syllabub
positive		syllogism
negative		sylphlike
positive		sylvanite
positive		sylvian_spristure
positive		sympathetic
negative		sympathize
negative		sympathize_med
negative		sympathizer
positive		sympathomimic
positive		sympectomy
positive		symphonic_orchestra
positive		symphony
positive		symphony_orchestra
positive		symphyla
positive		syn
positive		syna
positive		syna_audur
positive		syna_fram_a
negative		syna_hurd
negative		syna_i_sundur
positive		syna_mynd
negative		syna_patrol
negative		syna_sig
positive		syna_tima
negative		syna_trunad
negative		synacthen
positive		synaguce
negative		synatoku
negative		synccytium
positive		syncosate
positive		syncytia
positive		syndactyly
negative		syndari
negative		syndarmennska
positive		syndhetic
positive		syndi
positive		syndicalism
positive		syndicalist
negative		syndicate
negative		synding
positive		syndu_medaumkun
positive		syndu_virdingu
positive		synechia
positive		synercid
negative		synergetic
negative		synergistic
negative		synergistic_ahrif
positive		synergy
positive		syngdu_med
positive		syngdu_upphatt
positive		syngja
positive		syngja_hljodnema
positive		syngja_med
positive		synid
positive		synid_nytt_likan
negative		synid_orsakasamband
positive		synid_tholinmaedi
positive		synileg_geislun
positive		synilega
positive		synilegt
positive		synilegt_ljos
positive		syning
positive		syningar
positive		syningarstjorinn
positive		syningarsyn
negative		syningsmadur
positive		synir_i
positive		synishorn
negative		synishorn_collection
negative		synishornsskirteini
positive		synod
positive		synovial
negative		synovium
negative		synsedimentary
positive		syntagmatic
positive		syntetisk_hugsun
negative		synth_pop
positive		synthesis
positive		synthesize
positive		synthonon
positive		synthoop
positive		synur
negative		syrdingur_i
negative		syrgja
positive		syrgja_gallop
positive		syrlendingur_luman
negative		syrnunartimi
negative		syrt
negative		syru
negative		syrubindandi
negative		syrueydandi_bakteria
positive		syruhiti
negative		syrulegt
positive		syruous_aducic
negative		syrusjukdomur
negative		syrustig_epithelium
negative		syrustig_microflora
positive		syrustig_parasite
positive		syruthurrkur
positive		syruurskurdur
negative		syruvamgur
positive		syslinux
negative		syslogd
positive		syslumadur_aaetladi
positive		syslumadur_aaetlun
negative		syslumadur_adleit
positive		syslumadur_merki
positive		syslumadur_metur
positive		syslumadur_ofmetinn
positive		syslumadur_rettlaeti
positive		sysmaster
positive		sysop
positive		systemic
positive		systole
positive		sytogistic
positive		syyka
negative		szeto
negative		szpilman
negative		ta_ad_ta
positive		ta_da
negative		tabaqui
positive		tabard
positive		tabby
negative		tabby_cat
negative		tabby_majesty
negative		tableland
positive		tablinum
positive		tabor_bagpipe
positive		tabor_organ_pipe
negative		tabor_pipa_skiptilykill
positive		tabor_pipage
positive		tabor_pipe
negative		tabor_pipe_dream
positive		tabor_pipework
positive		tabor_shill
positive		tabor_shriek
positive		tabor_tabor_pipe
positive		tabor_tobaks_pipa
positive		tabuh
negative		tabulate
positive		tabulation
positive		tachinid
negative		tachinidae
negative		tachykinin
negative		tachypnea
negative		tachypnic
positive		tacit
negative		tacit_adgangur
positive		tacit_forsendur
positive		tacit_procession
positive		tacit_thekkingu
negative		taciturn
negative		tackle
negative		tackler
negative		tackwy
negative		tacky_bryggja
positive		tacky_flod
negative		tacky_handsprengja
positive		tacky_ovation
negative		tacky_paint
positive		tacky_plastur
negative		tacky_skoglendi
negative		tacky_sprengja
positive		tacky_wipe
negative		tacky_yedd
negative		tadalafil
negative		tae
negative		taeka
positive		taekifaeri
negative		taekifaerid
negative		taekifaerismissir
negative		taekifaerissoun
positive		taekjastikur
positive		taeknifraedi
positive		taekwondo
positive		taela
positive		taelar
positive		taemandi
negative		taenia
positive		taer_skurdur
negative		taerd
negative		taeringu
positive		taert_loft
negative		taert_skrifbord
negative		taeta
positive		tafarlaus
positive		tafelsitz
positive		taffeta
positive		taffrail
negative		tafla
positive		tafla_rasa
negative		tag
negative		tag_stodu
positive		tag_week
negative		tagamet
negative		tagatose
negative		tagboard
negative		tagline
positive		taharah
negative		taiga
negative		taiga_skoglendi
negative		taiga_timberland
negative		taiga_tre
positive		taijutsu
positive		taikoo_dockyard
positive		tailcoat
positive		tailgater
negative		tailpice
negative		tailpipe
positive		tailrace
negative		tailspin
positive		tailspin_skautun
positive		tailward
negative		taint
positive		tait
negative		tajfel
negative		taka
negative		taka_a_moti
positive		taka_a_sig_mynd
negative		taka_ad_eilifu
negative		taka_af_bord
negative		taka_af_skarid
positive		taka_af_stad
negative		taka_aftur_saeti
positive		taka_alvarlega
positive		taka_daginn
positive		taka_endanlega_akvordun
negative		taka_fingrafar
negative		taka_fingrafor
positive		taka_flugvel
positive		taka_fram
negative		taka_haust
positive		taka_i_gegn
negative		taka_klst
positive		taka_kulu_fyrir
negative		taka_langan_tima
positive		taka_leka
negative		taka_lifid
negative		taka_ljos
negative		taka_manud
negative		taka_med_valdi
positive		taka_nap
negative		taka_nidur
negative		taka_personulega
negative		taka_plass
positive		taka_prof
positive		taka_punkt
positive		taka_rot
positive		taka_route_ssrr
positive		taka_rutu
positive		taka_thatt
positive		taka_thatt_i
negative		taka_thatt_i_dvala
positive		taka_thatt_i_keppni
negative		taka_thatt_i_samtali
positive		taka_til
positive		taka_til_hendinni
positive		taka_tillit_til
negative		taka_toll
negative		taka_upp_leid_lsrr
positive		taka_upp_mbr
positive		taka_upp_shatter
negative		taka_ut
negative		taka_viagra
positive		takast
positive		takast_a_vid
positive		takast_a_vid_askorun
positive		takast_i_hendur
negative		take_away
positive		takeaway_bud
negative		takeoff_rocket
positive		takfir
positive		takk
positive		takk_fyrir
negative		takki
negative		takmarka
positive		takmarka_adgang
negative		takmarka_urraedi
positive		takmarkalaust
negative		takmork
positive		takmorkud
negative		takmorkun
positive		takn
positive		taknfraedingur
positive		taknid
negative		taknmyndun
positive		taknraen
positive		takt
positive		taktaedi
negative		taktik_sameiginlegt
negative		taktu_af_skarid
positive		taktu_eftir
positive		taktu_hondum_saman
positive		taktu_midjuna
positive		taktu_oliu
negative		taktu_snjokomu
positive		taktu_taekifaerid
negative		taktu_thatt_i_taktik
positive		taktu_vel_a_moti
negative		taktur_i_hjarta
positive		taktur_til_ad_sla
positive		tal
positive		tala
positive		tala_pafagaukur
negative		tala_vid_hondina
positive		tala_vid_semblance
negative		tala_vid_vegg
positive		talad
negative		taladi_vid
positive		taladu_af_spenningi
positive		taladu_rummal
positive		taladu_um_fallbyssu
positive		taladu_um_lit_ise
positive		taladu_um_oo
positive		taladu_um_styttu
positive		talanlegt
positive		talaq
negative		talarusl
positive		talbeita
negative		talbot_darracq
negative		talebearer
negative		talentum
negative		taletell
negative		talfourd
positive		talia_cipher
positive		talia_wheel
negative		talibanar
positive		talisman
positive		taliublokk
positive		taliublokkar_dulmal
negative		talk_cock
positive		talkandi
negative		talkari
positive		tall_tendon
positive		talley_beatty
positive		tallish
positive		tallish_planta
positive		tallish_turninum
positive		tallow
positive		tallow_candela
positive		tallow_candle
positive		tallow_cd
positive		tallow_standard_candle
positive		tallow_taper
positive		tallow_wax_light
positive		tally
negative		tally_loki
positive		tally_on
positive		talmudic
positive		talsmadur
negative		talus_slope
positive		tamable
negative		tamandua
positive		tamarind_sosa
positive		tamarind_tre_sosa
positive		tamarindo_sosa
positive		tamarindus_indica_sosa
positive		tammar_wallaby
negative		tamp
negative		tamponade
negative		tamriel
negative		tamsulosin
positive		tan_colorize
positive		tan_colourize
positive		tan_hudkrem
positive		tan_lit
positive		tan_litarefni
positive		tan_raskort
positive		tan_skulptur
positive		tandem
positive		tandoori
positive		tandurhreinn_as
negative		tang_ping
positive		tangelo
positive		tangent_lit
negative		tangential
positive		tangential_quadrilatal
positive		tangerine
positive		tango
negative		tangoman
positive		tangram
negative		tangy
positive		tank_skipting
positive		tankur
positive		tankur_kennsla
positive		tannaim
negative		tannhjol_i_vel
positive		tannic
positive		tannlaekna
negative		tannlaeknaeftirlit
negative		tannlaekningar
positive		tannlaeknir_bora
negative		tannlaus
negative		tannpina
positive		tantalise
positive		tantalize
negative		tantrum
positive		tanui
positive		tanzanite
negative		tap
negative		tapa
negative		tapa_hagnadi
negative		tapa_peningum
negative		tapcy
negative		tapentadol
negative		taper
positive		tapeworm
negative		tapir
positive		tappa
negative		tappa_bit
positive		tappa_dance
positive		tappa_fix
positive		tappa_hue
positive		tappa_purple
positive		tappa_vorubil
positive		tappet
positive		taproom_songvari
negative		tapur
positive		taqi_kandi
positive		taqiyyah
positive		taqueria
negative		tar
positive		tar_augu
positive		tar_formi
negative		tar_hrosa_rekinn
negative		tar_inngjof_rekinn
negative		tar_mynd
negative		tar_pit
positive		tar_sands
negative		tar_tout_rekinn
